Структурное подразделение - полный путь с группирующими	Код функции	Должность /профессия (разряд, категория)	Грейд	ФОТ по рынку
Группирующий узел Волга \ Филиал в Республике Татарстан 	0221 БТИ_ОФИС_КС_Орг_кл_серв	Менеджер проектов	4	166731.7916666667
Группирующий узел Волга \ Филиал в Республике Татарстан 	0227 БТИ_ОФИС_ОТ	Ведущий специалист по охране труда	2	51157.057499999995
Группирующий узел Волга \ Филиал в Республике Татарстан 	0228 БТИ_ОФИС_Планир	Ведущий инженер	3	74839.545
Группирующий узел Волга \ Филиал в Республике Татарстан 	0228 БТИ_ОФИС_Планир	Инженер	2	49674.015
Группирующий узел Волга \ Филиал в Республике Татарстан 	0233 БТИ_ОФИС_СГЭ	Ведущий инженер-энергетик	3	65286.4875
Группирующий узел Волга \ Филиал в Республике Татарстан 	0233 БТИ_ОФИС_СГЭ	Главный энергетик	5	141169.05000000002
Группирующий узел Волга \ Филиал в Республике Татарстан 	0235 БТИ_ОФИС_Строит	Ведущий инженер	3	70964.39249999999
Группирующий узел Волга \ Филиал в Республике Татарстан 	0237 БТИ_ОФИС_Орг_эксп	Ведущий инженер электросвязи	3	73013.2425
Группирующий узел Волга \ Филиал в Республике Татарстан 	0237 БТИ_ОФИС_Орг_эксп	Инженер электросвязи	2	54704.88374999999
Группирующий узел Волга \ Филиал в Республике Татарстан 	0237 БТИ_ОФИС_Орг_эксп	Руководитель группы	4	103603.515
Группирующий узел Волга \ Филиал в Республике Татарстан 	0261 БТИ_xЦТЭТ_ГЦТЭТ_УДР	Ведущий инженер по ремонту модулей	2	55046.1225
Группирующий узел Волга \ Филиал в Республике Татарстан 	0261 БТИ_xЦТЭТ_ГЦТЭТ_УДР	Руководитель группы	4	115571.0375
Группирующий узел Волга \ Филиал в Республике Татарстан 	0295 БТИ_ЦУС_РЦУСС_Монит	Диспетчер	2	54030.17433333334
